ALL;Material;Material Description;Batch;Plnt;BUn;Type ;Statut ;Unrestricted;In Quality Insp.;Blocked;Value Unrestricted;Value in QualInsp.;Value BlockedStock;Quantité Disponible ;Valeur Disponible ;Quantité Bloquée ;Valeur Bloquée
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2353458;66;M;FG;vivant;0,000;0,000;533,230;0,00;0,00;1 232,65;0,00;0,00;533,23;1 232,65
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2356218;66;M;FG;vivant;0,000;278,310;0,000;0,00;643,36;0,00;278,31;643,36;0,00;0,00
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2371523;66;M;FG;vivant;0,000;0,000;854,960;0,00;0,00;1 976,38;0,00;0,00;854,96;1 976,38
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2400159;66;M;FG;vivant;0,000;420,320;0,000;0,00;971,64;0,00;420,32;971,64;0,00;0,00
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2400161;66;M;FG;vivant;0,000;873,120;0,000;0,00;2 018,36;0,00;873,12;2 018,36;0,00;0,00
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2400180;66;M;FG;vivant;0,000;331,770;0,000;0,00;766,94;0,00;331,77;766,94;0,00;0,00
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2401311;66;M;FG;vivant;0,000;967,640;0,000;0,00;2 236,85;0,00;967,64;2 236,85;0,00;0,00
661A;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2401733;66;M;FG;vivant;0,000;861,170;0,000;0,00;1 990,73;0,00;861,17;1 990,73;0,00;0,00
661E;332002195;FT-CLIP TITANSCWARZ 192 CM 230 GM2;2324765;66;M;FG;vivant;53,170;0,000;0,000;122,91;0,00;0,00;53,17;122,91;0,00;0,00
661A;332003628;WT-SPAIN BRASILIA GRIEFEL ARJET P231 D22;230661730J;66;M;WIP;vivant;0,000;0,000;826,000;0,00;0,00;2 223,34;0,00;0,00;826,00;2 223,34
661A;332003628;WT-SPAIN BRASILIA GRIEFEL ARJET P231 D22;232262430B;66;M;WIP;vivant;0,000;10,000;0,000;0,00;26,92;0,00;10,00;26,92;0,00;0,00
661A;332003746;WT-SPAIN SERGE SILICON EC ARJET P231 D20;239560237B;66;M;WIP;vivant;42,000;0,000;0,000;52,92;0,00;0,00;42,00;52,92;0,00;0,00
661A;332003746;WT-SPAIN SERGE SILICON EC ARJET P231 D20;240052137C;66;M;WIP;vivant;1 195,000;460,000;0,000;1 505,72;579,61;0,00;1 655,00;2 085,33;0,00;0,00
661A;332005424;WA-CURI 3X176 TM NOIR P225X18 APF B;2401813;66;M;WIP;vivant;10 300,000;0,000;0,000;4 485,24;0,00;0,00;10 300,00;4 485,24;0,00;0,00
661A;332005689;ENV REC PA6 024 215 ECRU;2280238;66;M;RM;vivant;197,000;0,000;133,000;80,77;0,00;54,53;197,00;80,77;133,00;54,53
661E;332005689;ENV REC PA6 024 215 ECRU;2210779;66;M;RM;vivant;20,000;0,000;0,000;8,20;0,00;0,00;20,00;8,20;0,00;0,00
661E;332005689;ENV REC PA6 024 215 ECRU;2280238;66;M;RM;vivant;455,000;0,000;0,000;186,55;0,00;0,00;455,00;186,55;0,00;0,00
663A;332005721;FT-CURITIBA MELTEM 275GR 192 CM;1947964;66;M;FG;vivant;386,600;0,000;0,000;889,37;0,00;0,00;386,60;889,37;0,00;0,00
661A;332005967;WT-TUN CLIP TITAN;229873716U;66;M;WIP;vivant;476,000;0,000;0,000;833,74;0,00;0,00;476,00;833,74;0,00;0,00
661A;332005967;WT-TUN CLIP TITAN;231352216U;66;M;WIP;vivant;473,000;0,000;0,000;828,48;0,00;0,00;473,00;828,48;0,00;0,00
661E;332005967;WT-TUN CLIP TITAN;232494816U;66;M;WIP;vivant;393,000;0,000;0,000;688,36;0,00;0,00;393,00;688,36;0,00;0,00
661A;332006292;WT-SPAIN BRASILIA CHINE MISTRAL;239553030D;66;M;WIP;vivant;660,000;0,000;0,000;1 288,87;0,00;0,00;660,00;1 288,87;0,00;0,00
662A;332006452;TWY-PES FTF 2X194 TMR SILS 150T S ANT;252829;66;KG;RM;obsolète;54,730;0,000;0,000;405,00;0,00;0,00;54,73;405,00;0,00;0,00
661A;332006631;YAR-PES TASLAN 1X380/136 TM DARK SPI ANT;355730;66;KG;RM;vivant;1 842,920;0,000;0,000;0,00;0,00;0,00;1 842,92;0,00;0,00;0,00
661D;332006631;YAR-PES TASLAN 1X380/136 TM DARK SPI ANT;352928;66;KG;RM;vivant;8,390;0,000;0,000;36,50;0,00;0,00;8,39;36,50;0,00;0,00
662A;332006631;YAR-PES TASLAN 1X380/136 TM DARK SPI ANT;342785;66;KG;RM;vivant;12,520;0,000;0,000;0,00;0,00;0,00;12,52;0,00;0,00;0,00
662A;332006631;YAR-PES TASLAN 1X380/136 TM DARK SPI ANT;351594;66;KG;RM;vivant;41,500;0,000;0,000;0,00;0,00;0,00;41,50;0,00;0,00;0,00
662A;332006631;YAR-PES TASLAN 1X380/136 TM DARK SPI ANT;352160;66;KG;RM;vivant;140,830;0,000;0,000;0,00;0,00;0,00;140,83;0,00;0,00;0,00
662A;332006631;YAR-PES TASLAN 1X380/136 TM DARK SPI ANT;353571;66;KG;RM;vivant;10,200;0,000;0,000;0,00;0,00;0,00;10,20;0,00;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2345478;66;M;FG;vivant;0,000;0,000;100,010;0,00;0,00;227,71;0,00;0,00;100,01;227,71
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2348905;66;M;FG;vivant;0,000;0,000;501,090;0,00;0,00;1 140,93;0,00;0,00;501,09;1 140,93
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2350684;66;M;FG;vivant;0,000;0,000;870,860;0,00;0,00;1 982,86;0,00;0,00;870,86;1 982,86
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2365129;66;M;FG;vivant;0,000;761,770;0,000;0,00;1 734,47;0,00;761,77;1 734,47;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2366663;66;M;FG;vivant;0,000;0,000;772,580;0,00;0,00;1 759,09;0,00;0,00;772,58;1 759,09
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2394214;66;M;FG;vivant;0,000;870,370;0,000;0,00;1 981,75;0,00;870,37;1 981,75;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2394952;66;M;FG;vivant;574,880;0,000;0,000;1 308,94;0,00;0,00;574,88;1 308,94;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2398378;66;M;FG;vivant;680,970;0,000;0,000;1 550,50;0,00;0,00;680,97;1 550,50;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400148;66;M;FG;vivant;879,800;0,000;0,000;2 003,22;0,00;0,00;879,80;2 003,22;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400296;66;M;FG;vivant;795,480;0,000;0,000;1 811,23;0,00;0,00;795,48;1 811,23;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400297;66;M;FG;vivant;885,320;0,000;0,000;2 015,78;0,00;0,00;885,32;2 015,78;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400573;66;M;FG;vivant;0,000;884,370;0,000;0,00;2 013,62;0,00;884,37;2 013,62;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400654;66;M;FG;vivant;0,000;866,300;0,000;0,00;1 972,48;0,00;866,30;1 972,48;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400655;66;M;FG;vivant;0,000;380,760;0,000;0,00;866,95;0,00;380,76;866,95;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2400656;66;M;FG;vivant;0,000;474,280;0,000;0,00;1 079,89;0,00;474,28;1 079,89;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2401784;66;M;FG;vivant;0,000;884,910;0,000;0,00;2 014,85;0,00;884,91;2 014,85;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2401802;66;M;FG;vivant;0,000;872,800;0,000;0,00;1 987,28;0,00;872,80;1 987,28;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2401805;66;M;FG;vivant;0,000;878,030;0,000;0,00;1 999,19;0,00;878,03;1 999,19;0,00;0,00
661A;332006735;FT-CLIP SOUL 1920MM 230GR;2401825;66;M;FG;vivant;0,000;889,520;0,000;0,00;2 025,35;0,00;889,52;2 025,35;0,00;0,00
661A;332006815;YAR-PES FTF 1X175/48 TM NOIR FIFTY;D14044;66;KG;RM;vivant;2 875,000;0,000;0,000;6 037,50;0,00;0,00;2 875,00;6 037,50;0,00;0,00
661D;332006815;YAR-PES FTF 1X175/48 TM NOIR FIFTY;D14044;66;KG;RM;vivant;234,741;0,000;0,000;492,96;0,00;0,00;234,74;492,96;0,00;0,00
662A;332006815;YAR-PES FTF 1X175/48 TM NOIR FIFTY;C15064;66;KG;RM;vivant;35,000;0,000;0,000;73,50;0,00;0,00;35,00;73,50;0,00;0,00
662A;332006815;YAR-PES FTF 1X175/48 TM NOIR FIFTY;D14044;66;KG;RM;vivant;490,000;0,000;0,000;1 029,00;0,00;0,00;490,00;1 029,00;0,00;0,00
661A;332006990;WT-TUN CLIP SOUL;231365506F;66;M;WIP;vivant;0,000;403,000;0,000;0,00;702,78;0,00;403,00;702,78;0,00;0,00
661A;332006990;WT-TUN CLIP SOUL;232008804F;66;M;WIP;vivant;0,000;0,000;150,000;0,00;0,00;261,58;0,00;0,00;150,00;261,58
661A;332006990;WT-TUN CLIP SOUL;232530004F;66;M;WIP;vivant;0,000;0,000;95,000;0,00;0,00;165,67;0,00;0,00;95,00;165,67
661A;332006990;WT-TUN CLIP SOUL;237181304F;66;M;WIP;vivant;0,000;0,000;47,000;0,00;0,00;81,96;0,00;0,00;47,00;81,96
661A;332006990;WT-TUN CLIP SOUL;238083419F;66;M;WIP;vivant;400,000;0,000;0,000;697,54;0,00;0,00;400,00;697,54;0,00;0,00
661A;332006990;WT-TUN CLIP SOUL;238325206F;66;M;WIP;vivant;0,000;0,000;22,000;0,00;0,00;38,36;0,00;0,00;22,00;38,36
661A;332006990;WT-TUN CLIP SOUL;240019906F;66;M;WIP;vivant;1 000,000;0,000;0,000;1 743,86;0,00;0,00;1 000,00;1 743,86;0,00;0,00
661A;332007183;WT-TUN CLIP TITAN P176;240003211I;66;M;WIP;vivant;1 000,000;0,000;0,000;1 413,84;0,00;0,00;1 000,00;1 413,84;0,00;0,00
661A;332007201;FT-CLIP TITANSCWARZ 155 CM 230 GM2 FUT;2395550;66;M;FG;vivant;479,800;0,000;0,000;912,22;0,00;0,00;479,80;912,22;0,00;0,00
661A;332007201;FT-CLIP TITANSCWARZ 155 CM 230 GM2 FUT;2398504;66;M;FG;vivant;891,710;0,000;0,000;1 695,36;0,00;0,00;891,71;1 695,36;0,00;0,00
661A;332007201;FT-CLIP TITANSCWARZ 155 CM 230 GM2 FUT;2399810;66;M;FG;vivant;901,590;0,000;0,000;1 714,15;0,00;0,00;901,59;1 714,15;0,00;0,00
661A;332007201;FT-CLIP TITANSCWARZ 155 CM 230 GM2 FUT;2400252;66;M;FG;vivant;736,750;0,000;0,000;1 400,74;0,00;0,00;736,75;1 400,74;0,00;0,00
661A;332007201;FT-CLIP TITANSCWARZ 155 CM 230 GM2 FUT;2400572;66;M;FG;vivant;0,000;830,190;0,000;0,00;1 578,40;0,00;830,19;1 578,40;0,00;0,00
;332007206;YAR-PES FTF 2X170/48 TM NOIR FIFTY;C35039;66;KG;RM;vivant;5,010;0,000;0,000;9,57;0,00;0,00;5,01;9,57;0,00;0,00
661A;332007206;YAR-PES FTF 2X170/48 TM NOIR FIFTY;C35039;66;KG;RM;vivant;30 500,000;0,000;0,000;58 255,00;0,00;0,00;30 500,00;58 255,00;0,00;0,00
661C;332007206;YAR-PES FTF 2X170/48 TM NOIR FIFTY;C35039;66;KG;RM;vivant;500,000;0,000;0,000;955,00;0,00;0,00;500,00;955,00;0,00;0,00
661D;332007206;YAR-PES FTF 2X170/48 TM NOIR FIFTY;C35039;66;KG;RM;vivant;19,500;0,000;0,000;37,25;0,00;0,00;19,50;37,25;0,00;0,00
662A;332007206;YAR-PES FTF 2X170/48 TM NOIR FIFTY;C35039;66;KG;RM;vivant;26 625,000;0,000;0,000;50 853,75;0,00;0,00;26 625,00;50 853,75;0,00;0,00
661A;332007225;YAR-PES 1X160 WHITE AB TN;332007225;66;KG;RM;vivant;1 358,000;0,000;0,000;2 987,60;0,00;0,00;1 358,00;2 987,60;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;230893407M;66;M;WIP;vivant;400,000;0,000;0,000;622,87;0,00;0,00;400,00;622,87;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;236762605A;66;M;WIP;vivant;540,000;0,000;0,000;840,87;0,00;0,00;540,00;840,87;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;237242315O;66;M;WIP;vivant;150,000;0,000;0,000;233,58;0,00;0,00;150,00;233,58;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;237773005A;66;M;WIP;vivant;0,000;0,000;43,000;0,00;0,00;66,96;0,00;0,00;43,00;66,96
661A;332007602;WT-TUN BRASILIA MISTRAL P225;238267115A;66;M;WIP;vivant;506,000;0,000;0,000;787,93;0,00;0,00;506,00;787,93;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;239068720A;66;M;WIP;vivant;450,000;0,000;0,000;700,73;0,00;0,00;450,00;700,73;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;240167005R;66;M;WIP;vivant;50,000;0,000;0,000;77,86;0,00;0,00;50,00;77,86;0,00;0,00
661A;332007602;WT-TUN BRASILIA MISTRAL P225;240172805A;66;M;WIP;vivant;700,000;0,000;0,000;1 090,02;0,00;0,00;700,00;1 090,02;0,00;0,00
;332007763;YAR-PES FTF 3X175/48 TM ART GREY APF;4P1251/6;66;KG;RM;vivant;4,969;0,000;0,000;11,93;0,00;0,00;4,97;11,93;0,00;0,00
661A;332007763;YAR-PES FTF 3X175/48 TM ART GREY APF;4P1251/7;66;KG;RM;vivant;2 338,890;0,000;0,000;5 613,33;0,00;0,00;2 338,89;5 613,33;0,00;0,00
661F;332007763;YAR-PES FTF 3X175/48 TM ART GREY APF;4P1251/7;66;KG;RM;vivant;389,060;0,000;0,000;933,74;0,00;0,00;389,06;933,74;0,00;0,00
661E;332007867;WT-TUN CURITIBA MISTRAL;237151028A;66;M;WIP;vivant;1 600,000;0,000;0,000;3 027,66;0,00;0,00;1 600,00;3 027,66;0,00;0,00
661A;332007923;WT-TUN CURITIBA GRISTAV;210753522E;66;M;WIP;vivant;502,000;0,000;0,000;1 177,19;0,00;0,00;502,00;1 177,19;0,00;0,00
661A;332007947;WT-TUN CURITIBA NOIR ECRU;232115624D;66;M;WIP;vivant;300,000;0,000;0,000;759,19;0,00;0,00;300,00;759,19;0,00;0,00
661A;332007947;WT-TUN CURITIBA NOIR ECRU;237724709D;66;M;WIP;vivant;327,000;0,000;0,000;827,52;0,00;0,00;327,00;827,52;0,00;0,00
661A;332008178;TWY-PES FTF 2X167/34 TMR SEAQ 350T S ANT;348296;66;KG;RM;vivant;95,000;0,000;0,000;806,55;0,00;0,00;95,00;806,55;0,00;0,00
661B;332008178;TWY-PES FTF 2X167/34 TMR SEAQ 350T S ANT;304985;66;KG;RM;vivant;0,190;0,000;0,000;0,00;0,00;0,00;0,19;0,00;0,00;0,00
662A;332008178;TWY-PES FTF 2X167/34 TMR SEAQ 350T S ANT;348296;66;KG;RM;vivant;50,940;0,000;0,000;0,00;0,00;0,00;50,94;0,00;0,00;0,00
662A;332008178;TWY-PES FTF 2X167/34 TMR SEAQ 350T S ANT;353452;66;KG;RM;vivant;2 084,200;0,000;0,000;0,00;0,00;0,00;2 084,20;0,00;0,00;0,00
661A;332008192;YAR-PES FTF 2X167/34 TM SEAQUAL ANT;352325;66;KG;RM;vivant;20,180;0,000;0,000;0,00;0,00;0,00;20,18;0,00;0,00;0,00
661D;332008192;YAR-PES FTF 2X167/34 TM SEAQUAL ANT;347107;66;KG;RM;vivant;70,000;0,000;0,000;520,10;0,00;0,00;70,00;520,10;0,00;0,00
662A;332008192;YAR-PES FTF 2X167/34 TM SEAQUAL ANT;347107;66;KG;RM;vivant;300,170;0,000;0,000;0,00;0,00;0,00;300,17;0,00;0,00;0,00
662A;332008192;YAR-PES FTF 2X167/34 TM SEAQUAL ANT;352325;66;KG;RM;vivant;991,410;0,000;0,000;0,00;0,00;0,00;991,41;0,00;0,00;0,00
661A;332008197;TWY-PES LIS 1X330/96 TMR GHIS 150T Z NOY;74VY/SA;66;KG;RM;vivant;210,000;0,000;0,000;1 957,20;0,00;0,00;210,00;1 957,20;0,00;0,00
661D;332008197;TWY-PES LIS 1X330/96 TMR GHIS 150T Z NOY;31WY/SA;66;KG;RM;vivant;140,000;0,000;0,000;1 304,80;0,00;0,00;140,00;1 304,80;0,00;0,00
662A;332008197;TWY-PES LIS 1X330/96 TMR GHIS 150T Z NOY;15LY/SA;66;KG;RM;vivant;30,000;0,000;0,000;279,60;0,00;0,00;30,00;279,60;0,00;0,00
661A;332008296;FT-GOMERA SEAQUAL 250GR 192CM;2340105;66;M;FG;vivant;0,000;0,000;126,980;0,00;0,00;781,62;0,00;0,00;126,98;781,62
661A;332008296;FT-GOMERA SEAQUAL 250GR 192CM;2341218;66;M;FG;vivant;0,000;0,000;165,380;0,00;0,00;1 017,99;0,00;0,00;165,38;1 017,99
661A;332008296;FT-GOMERA SEAQUAL 250GR 192CM;2353464;66;M;FG;vivant;0,000;0,000;109,480;0,00;0,00;673,90;0,00;0,00;109,48;673,90
661A;332008296;FT-GOMERA SEAQUAL 250GR 192CM;2371351;66;M;FG;vivant;1,030;0,000;0,000;6,34;0,00;0,00;1,03;6,34;0,00;0,00
661A;332008296;FT-GOMERA SEAQUAL 250GR 192CM;2384760;66;M;FG;vivant;0,000;0,000;337,970;0,00;0,00;2 080,36;0,00;0,00;337,97;2 080,36
661A;332008314;LAM-GOMERA SEAQUAL 1900MM 3MM;2372329;66;M;FG;vivant;93,380;0,000;0,000;819,53;0,00;0,00;93,38;819,53;0,00;0,00
661A;332008395;WA-SER 2X167 TM NOIR P226X26 FIF A;2396732;66;M;WIP;vivant;4 500,000;0,000;0,000;1 855,22;0,00;0,00;4 500,00;1 855,22;0,00;0,00
661A;332008395;WA-SER 2X167 TM NOIR P226X26 FIF A;2400616;66;M;WIP;vivant;9 220,000;0,000;0,000;3 801,13;0,00;0,00;9 220,00;3 801,13;0,00;0,00
661D;332008395;WA-SER 2X167 TM NOIR P226X26 FIF A;2371379;66;M;WIP;vivant;3 144,000;0,000;0,000;1 296,18;0,00;0,00;3 144,00;1 296,18;0,00;0,00
661A;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P1602/2;66;KG;RM;vivant;349,630;0,000;0,000;899,92;0,00;0,00;349,63;899,92;0,00;0,00
661A;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P1602/3;66;KG;RM;vivant;5 505,470;0,000;0,000;14 170,57;0,00;0,00;5 505,47;14 170,57;0,00;0,00
661A;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P439/16;66;KG;RM;vivant;514,140;0,000;0,000;1 323,35;0,00;0,00;514,14;1 323,35;0,00;0,00
661D;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P439/12;66;KG;RM;vivant;40,000;0,000;0,000;102,96;0,00;0,00;40,00;102,96;0,00;0,00
662A;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P1602/1;66;KG;RM;vivant;2 632,680;0,000;0,000;6 776,28;0,00;0,00;2 632,68;6 776,28;0,00;0,00
662A;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P1602/2;66;KG;RM;vivant;980,000;0,000;0,000;2 522,43;0,00;0,00;980,00;2 522,43;0,00;0,00
662A;332008432;YAR-PES FTF 3X180/48 TM 1ECR/2NOIR APF;4P439/16;66;KG;RM;vivant;80,000;0,000;0,000;205,91;0,00;0,00;80,00;205,91;0,00;0,00
661A;332008531;LAM-GOMERA SEAQUAL 1900MM 4MM;2372330;66;M;FG;vivant;66,300;0,000;0,000;608,50;0,00;0,00;66,30;608,50;0,00;0,00
661A;332008611;WT-SPA BRASILIA ECRU TP  P231 D22;240015436G;66;M;WIP;vivant;1 340,000;0,000;0,000;2 677,58;0,00;0,00;1 340,00;2 677,58;0,00;0,00
;332008692;YAR-PES FTF 3X167/48 TM SLAGREY ANT;281514;66;KG;RM;vivant;0,560;0,000;0,000;2,37;0,00;0,00;0,56;2,37;0,00;0,00
661A;332008692;YAR-PES FTF 3X167/48 TM SLAGREY ANT;352822;66;KG;RM;vivant;2 618,340;0,000;0,000;0,00;0,00;0,00;2 618,34;0,00;0,00;0,00
661A;332008692;YAR-PES FTF 3X167/48 TM SLAGREY ANT;356816;66;KG;RM;vivant;3 030,060;0,000;0,000;0,00;0,00;0,00;3 030,06;0,00;0,00;0,00
661D;332008692;YAR-PES FTF 3X167/48 TM SLAGREY ANT;350222;66;KG;RM;vivant;146,740;0,000;0,000;622,18;0,00;0,00;146,74;622,18;0,00;0,00
661A;332008913;WT-TUN CANUT PN NOIR JAJET P226 D22;231325703B;66;M;WIP;vivant;400,000;0,000;0,000;508,03;0,00;0,00;400,00;508,03;0,00;0,00
661A;332008913;WT-TUN CANUT PN NOIR JAJET P226 D22;236220211B;66;M;WIP;vivant;400,000;0,000;0,000;508,03;0,00;0,00;400,00;508,03;0,00;0,00
661A;332008913;WT-TUN CANUT PN NOIR JAJET P226 D22;236624311B;66;M;WIP;vivant;350,000;0,000;0,000;444,53;0,00;0,00;350,00;444,53;0,00;0,00
661A;332008918;CHP-ROMSOFT PME;332008918;66;KG;RM;vivant;180,000;0,000;0,000;567,00;0,00;0,00;180,00;567,00;0,00;0,00
661A;332009002;FT-TUN ULLU GREY 1850MM 260GR;1869396;66;M;FG;vivant;239,660;0,000;0,000;602,09;0,00;0,00;239,66;602,09;0,00;0,00
661A;332009021;WT-TUN GASTON JAJET P200D19;231964096J;66;M;WIP;vivant;46,000;0,000;0,000;120,77;0,00;0,00;46,00;120,77;0,00;0,00
661A;332009040;FT-TUN GASTON 2 1830MM 300GR;2087388;66;M;FG;vivant;0,000;0,000;105,590;0,00;0,00;351,81;0,00;0,00;105,59;351,81
661A;332009040;FT-TUN GASTON 2 1830MM 300GR;2348596;66;M;FG;vivant;791,220;0,000;0,000;2 636,26;0,00;0,00;791,22;2 636,26;0,00;0,00
661A;332009064;TWY-PES FTF2X170/48TMRNOIR350T S FIF;C35039;66;KG;WIP;vivant;315,000;0,000;0,000;996,08;0,00;0,00;315,00;996,08;0,00;0,00
662A;332009064;TWY-PES FTF2X170/48TMRNOIR350T S FIF;C35039;66;KG;WIP;vivant;444,000;0,000;0,000;1 403,99;0,00;0,00;444,00;1 403,99;0,00;0,00
662A;332009064;TWY-PES FTF2X170/48TMRNOIR350T S FIF;C36276;66;KG;WIP;vivant;594,000;0,000;0,000;1 878,32;0,00;0,00;594,00;1 878,32;0,00;0,00
662A;332009064;TWY-PES FTF2X170/48TMRNOIR350T S FIF;C36285;66;KG;WIP;vivant;408,000;0,000;0,000;1 290,16;0,00;0,00;408,00;1 290,16;0,00;0,00
661A;332009125;WT-TUN NILO GREY;239479531G;66;M;WIP;vivant;2 144,000;0,000;0,000;8 207,53;0,00;0,00;2 144,00;8 207,53;0,00;0,00
662A;332009328;YAR-PES FTF 3X167/30 TM TITANIUM BLACK;4003831;66;KG;RM;vivant;72,271;0,000;0,000;557,93;0,00;0,00;72,27;557,93;0,00;0,00
661A;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2398393;66;M;FG;vivant;245,360;0,000;0,000;510,86;0,00;0,00;245,36;510,86;0,00;0,00
661E;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2235239;66;M;FG;vivant;1,120;0,000;0,000;2,33;0,00;0,00;1,12;2,33;0,00;0,00
662A;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2195355;66;M;FG;vivant;0,000;0,000;101,660;0,00;0,00;211,66;0,00;0,00;101,66;211,66
662A;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2201779;66;M;FG;vivant;0,000;0,000;977,530;0,00;0,00;2 035,29;0,00;0,00;977,53;2 035,29
662A;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2213481;66;M;FG;vivant;0,000;0,000;349,240;0,00;0,00;727,14;0,00;0,00;349,24;727,14
662A;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2215994;66;M;FG;vivant;0,000;0,000;69,850;0,00;0,00;145,43;0,00;0,00;69,85;145,43
662A;332009545;FT-BRASILIA MISTRAL 290GR  192CM VF VRAC;2225326;66;M;FG;vivant;0,000;0,000;240,520;0,00;0,00;500,78;0,00;0,00;240,52;500,78
661A;332009682;PAK-ROULEAUX HAVANE 48MM/100ML;332009682;66;ST;RM;vivant;540,000;0,000;0,000;372,41;0,00;0,00;540,00;372,41;0,00;0,00
661A;332009687;PAK-ROULEAUX TRANSPARENT 48MM/100ML;332009687;66;ST;RM;vivant;540,000;0,000;0,000;376,08;0,00;0,00;540,00;376,08;0,00;0,00
661A;332009700;PAK-ROULEAUX CREPTE GM 48MM/100ML;332009700;66;ST;RM;vivant;300,000;0,000;0,000;214,17;0,00;0,00;300,00;214,17;0,00;0,00
661A;332009705;PAK-ROULEAUX HAVANE COLORET 100/48;332009705;66;ST;RM;vivant;72,000;0,000;0,000;67,21;0,00;0,00;72,00;67,21;0,00;0,00
661A;332009729;PAK-ROULEAUX ADHESIF DOUBLE FACE 50MM/25;332009729;66;ST;RM;vivant;72,000;0,000;0,000;168,09;0,00;0,00;72,00;168,09;0,00;0,00
662A;332010077;YAR-PES DTY 3X167/34 RD SDTANGLEE HARD;346911;66;KG;RM;vivant;1 367,540;0,000;0,000;6 441,12;0,00;0,00;1 367,54;6 441,12;0,00;0,00
661A;332010091;YAR-PES ATY 380/136 BLACK RECYCLED ANT;353223;66;KG;RM;vivant;1 028,310;0,000;0,000;0,00;0,00;0,00;1 028,31;0,00;0,00;0,00
661A;332010091;YAR-PES ATY 380/136 BLACK RECYCLED ANT;356066;66;KG;RM;vivant;1 177,250;0,000;0,000;0,00;0,00;0,00;1 177,25;0,00;0,00;0,00
661D;332010091;YAR-PES ATY 380/136 BLACK RECYCLED ANT;345600;66;KG;RM;vivant;10,130;0,000;0,000;47,71;0,00;0,00;10,13;47,71;0,00;0,00
662A;332010091;YAR-PES ATY 380/136 BLACK RECYCLED ANT;316636;66;KG;RM;vivant;9,506;0,000;0,000;44,78;0,00;0,00;9,51;44,78;0,00;0,00
662A;332010091;YAR-PES ATY 380/136 BLACK RECYCLED ANT;353223;66;KG;RM;vivant;337,950;0,000;0,000;0,00;0,00;0,00;337,95;0,00;0,00;0,00
661A;332010190;WA-CLIP 3X166 TM TITA P176X22 APF A;2400011;66;M;WIP;vivant;2 420,000;0,000;0,000;1 335,09;0,00;0,00;2 420,00;1 335,09;0,00;0,00
661A;332010195;TWY-PES FTF 1X750/184 TM GHIS 230TS NOY;70TY/SA;66;KG;RM;vivant;44,000;0,000;0,000;412,28;0,00;0,00;44,00;412,28;0,00;0,00
